Novo Treinamento
0,32
1,0
2,32
3,0
4,32
5,0
6,32
7,0
8,32
9,0
10,32
Novo Treinamento
0,32
1,0
Novo Treinamento
0,32
1,0
2,32
3,0
4,32
5,0
6,32
7,0
8,32
9,0
10,32
11,0
12,32
13,0
14,32
15,0
16,32
17,0
18,32
19,0
20,32
21,0
22,32
23,0
24,32
25,0
26,32
27,0
28,32
29,0
30,32
31,0
32,32
33,0
34,32
35,0
36,32
37,0
38,32
39,0
40,32
41,0
42,32
43,0
44,32
45,0
46,32
47,0
48,32
49,0
50,32
51,0
52,32
53,0
54,32
55,0
56,32
57,0
58,32
59,0
60,32
61,0
62,32
63,0
64,32
65,0
66,32
67,0
68,32
69,0
70,32
71,0
72,32
73,0
74,32
75,0
76,32
77,0
78,32
79,0
80,32
81,0
82,32
Novo Treinamento
0,32
1,0
2,32
3,0
4,32
5,0
6,32
7,0
8,32
9,0
10,32
11,0
12,32
13,0
14,32
15,0
16,32
17,0
18,32
19,0
20,32
21,0
22,32
23,0
24,32
25,0
26,32
27,0
28,32
29,0
30,32
31,0
32,32
33,0
34,32
35,0
36,32
37,0
38,32
39,0
40,32
41,0
42,32
43,0
44,32
45,0
Novo Treinamento
0,32
1,0
2,32
3,0
4,32
5,0
