0,16.0
1,17.0
2,17.0
3,17.0
4,17.0
5,17.0
6,17.0
7,17.0
8,17.0
9,17.0
10,17.0
11,17.0
12,17.0
13,17.0
14,13.0
15,17.0
16,17.0
17,17.0
18,13.0
19,16.0
20,17.0
21,17.0
22,13.0
23,11.0
24,16.0
25,13.0
26,13.0
27,16.0
28,13.0
29,15.0
30,15.0
31,16.0
32,11.0
33,13.0
34,16.0
35,13.0
36,15.0
37,15.0
38,16.0
39,11.0
40,13.0
41,16.0
42,7.0
43,16.0
44,11.0
45,15.0
46,16.0
47,9.0
48,16.0
49,11.0
50,15.0
51,16.0
52,9.0
53,15.0
54,16.0
55,5.0
56,16.0
57,5.0
58,16.0
59,9.0
60,15.0
61,16.0
62,5.0
63,16.0
64,5.0
65,16.0
66,7.0
67,16.0
68,7.0
69,16.0
70,5.0
71,16.0
72,7.0
73,16.0
74,9.0
75,16.0
76,5.0
77,16.0
78,7.0
79,16.0
80,17.0
81,9.0
82,16.0
83,17.0
84,9.0
85,15.0
86,4.0
87,16.0
88,7.0
89,16.0
90,9.0
91,16.0
92,5.0
93,16.0
94,7.0
95,16.0
96,7.0
97,15.0
98,4.0
99,16.0
100,7.0
101,15.0
102,6.0
103,15.0
104,6.0
105,15.0
106,6.0
107,15.0
108,6.0
109,15.0
110,6.0
111,15.0
112,6.0
113,15.0
114,6.0
115,15.0
116,6.0
117,15.0
118,6.0
119,15.0
120,6.0
121,15.0
122,6.0
123,15.0
124,6.0
125,15.0
126,6.0
127,15.0
128,6.0
129,15.0
130,6.0
131,15.0
132,6.0
133,15.0
134,6.0
135,15.0
136,6.0
137,15.0
138,6.0
139,15.0
140,6.0
141,15.0
142,6.0
143,15.0
144,6.0
145,15.0
146,6.0
147,15.0
148,6.0
149,15.0
150,6.0
151,15.0
152,6.0
153,15.0
154,6.0
155,15.0
156,6.0
157,15.0
158,6.0
159,15.0
160,6.0
161,15.0
162,6.0
163,15.0
164,6.0
165,15.0
166,6.0
167,15.0
168,6.0
169,15.0
170,6.0
171,15.0
172,6.0
173,15.0
174,6.0
175,15.0
176,6.0
177,15.0
178,6.0
179,15.0
180,6.0
181,15.0
182,6.0
183,15.0
184,6.0
185,15.0
186,6.0
187,15.0
188,6.0
189,15.0
190,6.0
191,15.0
192,6.0
193,15.0
194,6.0
195,15.0
196,6.0
197,15.0
198,6.0
199,15.0
200,6.0
201,15.0
202,6.0
203,15.0
204,6.0
205,15.0
206,6.0
207,15.0
208,10.0
209,15.0
210,6.0
211,15.0
212,10.0
213,15.0
214,6.0
215,15.0
216,6.0
217,15.0
218,6.0
219,15.0
220,6.0
221,15.0
222,6.0
223,15.0
224,6.0
225,15.0
226,6.0
227,15.0
228,6.0
229,15.0
230,6.0
231,15.0
232,6.0
233,15.0
234,6.0
235,15.0
236,6.0
237,15.0
238,6.0
239,15.0
240,6.0
241,15.0
242,6.0
243,15.0
244,6.0
245,15.0
246,6.0
247,15.0
248,6.0
249,15.0
250,6.0
251,15.0
252,6.0
253,15.0
254,6.0
255,15.0
256,6.0
257,15.0
258,6.0
259,15.0
260,6.0
261,15.0
262,8.0
263,15.0
264,10.0
265,15.0
266,6.0
267,15.0
268,6.0
269,15.0
270,8.0
271,15.0
272,8.0
273,15.0
274,6.0
275,15.0
276,6.0
277,15.0
278,8.0
279,15.0
280,8.0
281,15.0
282,8.0
283,15.0
284,8.0
285,15.0
286,8.0
287,15.0
288,8.0
289,15.0
290,8.0
291,15.0
292,8.0
293,15.0
294,8.0
295,15.0
296,8.0
297,15.0
298,8.0
299,15.0
300,8.0
301,15.0
302,8.0
303,15.0
304,8.0
305,15.0
306,8.0
307,12.0
308,11.0
309,8.0
310,12.0
311,11.0
312,8.0
313,12.0
314,11.0
315,10.0
316,12.0
317,11.0
318,6.0
319,15.0
320,8.0
321,12.0
322,11.0
323,8.0
324,12.0
325,11.0
326,10.0
327,12.0
328,11.0
329,8.0
330,12.0
331,11.0
332,6.0
333,15.0
334,10.0
335,12.0
336,11.0
337,8.0
338,12.0
339,11.0
340,6.0
341,15.0
