Novo Treinamento
0,16
1,0
2,16
3,0
4,16
5,0
6,16
7,0
8,16
9,0
10,16
11,0
12,16
13,0
14,16
15,0
16,16
17,0
18,16
19,0
20,16
21,0
22,16
23,0
24,16
25,0
26,16
27,0
28,16
29,0
30,16
31,0
32,16
33,0
34,16
35,0
36,16
37,0
38,16
39,0
40,16
41,0
42,16
43,0
44,16
45,0
46,16
47,0
48,16
49,0
50,16
51,0
52,16
53,0
54,16
55,0
56,16
57,0
58,16
59,0
60,16
61,0
62,16
63,0
64,16
65,0
66,16
67,0
68,16
69,0
70,16
71,0
72,16
73,0
74,16
75,0
76,16
77,0
78,16
79,0
80,16
81,0
82,16
83,0
84,16
85,0
86,16
87,0
88,16
89,0
90,16
91,0
92,16
93,0
94,16
95,0
96,16
97,0
98,16
99,0
100,16
101,0
102,16
103,0
104,16
105,0
106,16
107,0
108,16
109,0
110,16
111,0
112,16
113,0
114,16
115,0
116,16
117,0
118,16
119,0
120,16
121,0
122,16
123,0
124,16
125,0
126,16
127,0
128,16
129,0
130,16
131,0
132,16
133,0
134,16
135,0
136,16
137,0
138,16
139,0
140,16
141,0
142,16
143,0
144,16
145,0
146,16
147,0
148,16
149,0
150,16
151,0
152,16
153,0
154,16
155,0
156,16
157,0
158,16
159,0
160,16
161,0
162,16
163,0
164,16
165,0
166,16
167,0
168,16
169,0
170,16
171,0
172,16
173,0
174,16
175,0
176,16
177,0
178,16
179,0
180,16
181,0
182,16
183,0
184,16
185,0
186,16
187,0
188,16
189,0
190,16
191,0
192,16
193,0
194,16
195,0
196,16
197,0
198,16
199,0
200,16
201,0
202,16
203,0
204,16
205,0
206,16
207,0
208,16
209,0
210,16
211,0
212,16
213,0
214,16
Novo Treinamento
0,16
1,0
2,16
3,0
4,16
5,0
6,16
7,0
8,16
9,0
10,16
11,0
12,16
13,0
14,16
Novo Treinamento
0,16
1,0
2,16
3,0
4,16
5,0
6,16
7,0
8,16
9,0
10,16
Novo Treinamento
0,16
1,0
2,16
3,0
4,16
5,0
6,16
7,0
8,16
9,0
Novo Treinamento
0,16
1,0
